Algorithm,Log Source,Log,Min Adaptive Window,Max Adaptive Window,Detected Changepoints,Actual Changepoints for Log,F1-Score,Average Lag,Duration,P-Value,MRID,Epsilon,Window Size,SW Step Size
Martjushev ADWIN WC,Ostovar,Atomic_ParallelMove_output_ParallelMove_5,400.0,700.0,[],"[999, 1999]",,,00:07:02,0.4,,,,
Process Graph Metrics,Ostovar,Composite_IOR_output_IOR,100.0,500.0,[1058],"[999, 1999]",0.6666666666666666,59.0,00:00:46,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_OIR,200.0,500.0,"[363, 1208]",[499],0.6666666666666666,136.0,00:00:16,,,,,
Bose J,Ostovar,Composite_OIR_output_OIR,,,"[940, 1952]","[999, 1999]",1.0,53.0,00:16:13,,,,200.0,2.0
Bose WC,Ostovar,Composite_OIR_output_OIR,,,"[984, 1604, 1938]","[999, 1999]",0.8,38.0,00:14:56,,,,200.0,2.0
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_IOR,,,[],[499],,,00:00:00,,700.0,70.0,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_IOR,,,[],[499],,,00:00:00,,700.0,140.0,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_IOR,,,[],[499],,,00:00:00,,700.0,210.0,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_IOR,,,[],[499],,,00:00:00,,700.0,280.0,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_IOR,,,[],[499],,,00:00:00,,700.0,350.0,,
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_pl,100.0,500.0,[],[499],,,00:00:00,,,,,
Process Graph Metrics,Ostovar,Atomic_Swap_output_Swap_2,300.0,500.0,[2040],"[999, 1999]",0.6666666666666666,41.0,00:00:15,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_re,100.0,500.0,[524],[499],1.0,25.0,00:00:05,,,,,
Maaradji Runs,Ostovar,Atomic_ConditionalRemoval_output_ConditionalRemoval_5,,,[],"[999, 1999]",,,00:05:30,,,,150.0,
Process Graph Metrics,Ostovar,Nested_OIR_output_OIR_2,400.0,700.0,"[1200, 2238]","[999, 1999]",,,00:01:36,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise5_1000_lp,400.0,600.0,[600],[499],1.0,101.0,00:00:00,,,,,
Process Graph Metrics,Ostovar,Composite_IOR_output_IOR_5,100.0,700.0,"[1118, 2053]","[999, 1999]",1.0,86.5,00:01:30,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_cf,300.0,500.0,[615],[499],1.0,116.0,00:00:06,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_pl,200.0,400.0,[],[499],,,00:00:01,,,,,
Martjushev ADWIN J,Ostovar,Composite_ROI_output_ROI,300.0,500.0,"[949, 1975]","[999, 1999]",1.0,37.0,00:07:54,0.4,,,,
Martjushev ADWIN WC,Ostovar,Composite_ROI_output_ROI,300.0,500.0,[],"[999, 1999]",,,00:03:50,0.4,,,,
Martjushev ADWIN J,Ostovar,Atomic_SerialMove_output_SerialMove_2,400.0,400.0,[],"[999, 1999]",,,00:09:49,0.4,,,,
Martjushev ADWIN WC,Ostovar,Atomic_SerialMove_output_SerialMove_2,400.0,400.0,[],"[999, 1999]",,,00:04:56,0.4,,,,
Earth Mover's Distance,Ceravolo,sudden_trace_noise10_1000_RIO,,,[512],[499],1.0,13.0,00:00:01,,,,300.0,2.0
Process Graph Metrics,Ostovar,Composite_ROI_output_ROI_5,400.0,700.0,"[989, 2044]","[999, 1999]",1.0,27.5,00:01:06,,,,,
Maaradji Runs,Ceravolo,sudden_trace_noise10_1000_cb,,,[],[499],,,00:00:07,,,,100.0,
Process Graph Metrics,Ostovar,Composite_IRO_output_IRO_2,100.0,400.0,"[987, 2135]","[999, 1999]",1.0,74.0,00:00:21,,,,,
Martjushev ADWIN J,Ostovar,Atomic_Substitute_output_Substitute_2,200.0,500.0,"[829, 1920]","[999, 1999]",1.0,124.5,00:09:38,0.4,,,,
Martjushev ADWIN WC,Ostovar,Atomic_Substitute_output_Substitute_2,200.0,500.0,[],"[999, 1999]",,,00:05:24,0.4,,,,
Martjushev ADWIN J,Ostovar,Atomic_ConditionalToSequence_output_ConditionalToSequence_5,200.0,500.0,"[949, 1975]","[999, 1999]",1.0,37.0,00:08:44,0.4,,,,
Martjushev ADWIN WC,Ostovar,Atomic_ConditionalToSequence_output_ConditionalToSequence_5,200.0,500.0,[],"[999, 1999]",,,00:04:21,0.4,,,,
Martjushev ADWIN J,Ostovar,Atomic_Loop_output_Loop_2,300.0,500.0,"[964, 1870]","[999, 1999]",1.0,82.0,00:07:39,0.4,,,,
Martjushev ADWIN WC,Ostovar,Atomic_Loop_output_Loop_2,300.0,500.0,[],"[999, 1999]",,,00:04:33,0.4,,,,
Process Graph Metrics,Ostovar,Composite_IRO_output_IRO_2,300.0,700.0,"[1045, 2180]","[999, 1999]",1.0,113.5,00:01:08,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_lp,200.0,700.0,[477],[499],1.0,22.0,00:00:03,,,,,
Earth Mover's Distance,Ceravolo,sudden_trace_noise0_1000_pm,,,[],[499],,,00:00:00,,,,500.0,2.0
Martjushev ADWIN J,Ceravolo,sudden_trace_noise0_1000_OIR,400.0,700.0,[399],[499],1.0,100.0,00:00:11,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise0_1000_OIR,400.0,700.0,[],[499],,,00:00:06,0.4,,,,
Process Graph Metrics,Ostovar,Atomic_ConditionalToSequence_output_ConditionalToSequence_2,400.0,700.0,"[1040, 2114]","[999, 1999]",1.0,78.0,00:01:49,,,,,
Maaradji Runs,Ostovar,Atomic_ParallelMove_output_ParallelMove_2,,,[],"[999, 1999]",,,00:09:53,,,,50.0,
Process Graph Metrics,Ostovar,Nested_ORI_output_ORI,100.0,500.0,"[1010, 1985]","[999, 1999]",1.0,12.5,00:00:41,,,,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise10_1000_pm,300.0,500.0,[],[499],,,00:00:10,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise10_1000_pm,300.0,500.0,[],[499],,,00:00:05,0.4,,,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise20_1000_re,400.0,500.0,[399],[499],1.0,100.0,00:00:08,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise20_1000_re,400.0,500.0,[],[499],,,00:00:03,0.4,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_lp,400.0,400.0,[600],[499],1.0,101.0,00:00:00,,,,,
Process Graph Metrics,Ostovar,Composite_ROI_output_ROI_2,200.0,600.0,"[991, 2059]","[999, 1999]",1.0,34.0,00:00:36,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_RIO,200.0,600.0,[638],[499],1.0,139.0,00:00:01,,,,,
Bose J,Ostovar,Atomic_Substitute_output_Substitute,,,"[938, 1430, 1940, 2516]","[999, 1999]",0.6666666666666666,60.0,00:21:47,,,,400.0,2.0
Bose WC,Ostovar,Atomic_Substitute_output_Substitute,,,"[1026, 2060]","[999, 1999]",1.0,44.0,00:17:03,,,,400.0,2.0
Martjushev ADWIN J,Ostovar,Atomic_SerialMove_output_SerialMove_5,300.0,500.0,[],"[999, 1999]",,,00:08:59,0.4,,,,
Martjushev ADWIN WC,Ostovar,Atomic_SerialMove_output_SerialMove_5,300.0,500.0,[],"[999, 1999]",,,00:04:52,0.4,,,,
Martjushev ADWIN J,Ostovar,Atomic_ParallelRemoval_output_ParallelRemoval_5,100.0,400.0,[],"[999, 1999]",,,00:06:36,0.4,,,,
Martjushev ADWIN WC,Ostovar,Atomic_ParallelRemoval_output_ParallelRemoval_5,100.0,400.0,[],"[999, 1999]",,,00:03:46,0.4,,,,
Process Graph Metrics,Ostovar,Composite_RIO_output_RIO_5,200.0,600.0,"[1013, 2081]","[999, 1999]",1.0,48.0,00:00:27,,,,,
Bose J,Ostovar,Nested_ROI_output_ROI_2,,,"[946, 1934]","[999, 1999]",1.0,59.0,00:18:18,,,,100.0,2.0
Bose WC,Ostovar,Nested_ROI_output_ROI_2,,,"[956, 1924]","[999, 1999]",1.0,59.0,00:14:49,,,,100.0,2.0
Process Graph Metrics,Ostovar,Nested_IOR_output_IOR,300.0,600.0,"[944, 1798]","[999, 1999]",0.5,55.0,00:00:20,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_cf,100.0,700.0,[747],[499],,,00:00:12,,,,,
Process Graph Metrics,Ostovar,Composite_IOR_output_IOR,200.0,500.0,[1079],"[999, 1999]",0.6666666666666666,80.0,00:00:14,,,,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise10_1000_IRO,400.0,500.0,"[399, 899]",[499],0.6666666666666666,100.0,00:00:08,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise10_1000_IRO,400.0,500.0,[],[499],,,00:00:04,0.4,,,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise5_1000_ROI,400.0,400.0,[399],[499],1.0,100.0,00:00:08,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise5_1000_ROI,400.0,400.0,[],[499],,,00:00:03,0.4,,,,
Process Graph Metrics,Ostovar,Atomic_Substitute_output_Substitute_5,300.0,400.0,"[1043, 2018]","[999, 1999]",1.0,31.5,00:00:47,,,,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise20_1000_ROI,400.0,400.0,[399],[499],1.0,100.0,00:00:07,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise20_1000_ROI,400.0,400.0,[],[499],,,00:00:04,0.4,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_cd,200.0,500.0,[],[499],,,00:00:01,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_cd,200.0,700.0,[],[499],,,00:00:01,,,,,
Martjushev ADWIN J,Ostovar,Atomic_ParallelRemoval_output_ParallelRemoval,400.0,700.0,"[1019, 1960]","[999, 1999]",1.0,29.5,00:04:48,0.4,,,,
Martjushev ADWIN WC,Ostovar,Atomic_ParallelRemoval_output_ParallelRemoval,400.0,700.0,[],"[999, 1999]",,,00:03:10,0.4,,,,
Bose J,Ostovar,Atomic_ConditionalToSequence_output_ConditionalToSequence_2,,,"[918, 1954]","[999, 1999]",1.0,63.0,00:25:08,,,,500.0,2.0
Bose WC,Ostovar,Atomic_ConditionalToSequence_output_ConditionalToSequence_2,,,"[974, 2170]","[999, 1999]",1.0,98.0,00:27:04,,,,500.0,2.0
Maaradji Runs,Ceravolo,sudden_trace_noise15_1000_lp,,,[498],[499],1.0,1.0,00:00:22,,,,300.0,
Process Graph Metrics,Ceravolo,sudden_trace_noise5_1000_RIO,100.0,700.0,[585],[499],1.0,86.0,00:00:04,,,,,
Maaradji Runs,Ostovar,Composite_RIO_output_RIO_5,,,[],"[999, 1999]",,,00:06:18,,,,50.0,
Process Graph Metrics,Ostovar,Nested_OIR_output_OIR_2,300.0,700.0,[2172],"[999, 1999]",0.6666666666666666,173.0,00:00:46,,,,,
Martjushev ADWIN J,Ostovar,Atomic_Frequency_output_Frequency_2,300.0,700.0,[],"[999, 1999]",,,00:03:55,0.4,,,,
Martjushev ADWIN WC,Ostovar,Atomic_Frequency_output_Frequency_2,300.0,700.0,[],"[999, 1999]",,,00:02:14,0.4,,,,
Martjushev ADWIN J,Ostovar,Composite_ORI_output_ORI_5,200.0,600.0,[919],"[999, 1999]",0.6666666666666666,80.0,00:12:39,0.4,,,,
Martjushev ADWIN WC,Ostovar,Composite_ORI_output_ORI_5,200.0,600.0,[],"[999, 1999]",,,00:08:07,0.4,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_cf,200.0,400.0,[608],[499],1.0,109.0,00:00:07,,,,,
Process Graph Metrics,Ostovar,Atomic_ConditionalRemoval_output_ConditionalRemoval_5,100.0,500.0,"[1052, 2019]","[999, 1999]",1.0,36.5,00:00:36,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise5_1000_rp,300.0,700.0,[574],[499],1.0,75.0,00:00:03,,,,,
Process Graph Metrics,Bose,bose_log,200.0,400.0,"[1340, 3718, 4851]","[1199, 2399, 3599, 4799]",0.8571428571428571,104.0,00:00:20,,,,,
Process Graph Metrics,Ostovar,Nested_IOR_output_IOR_2,300.0,600.0,"[995, 1963]","[999, 1999]",1.0,20.0,00:01:52,,,,,
Process Graph Metrics,Bose,bose_log,100.0,600.0,"[1362, 5001]","[1199, 2399, 3599, 4799]",0.3333333333333333,163.0,00:00:21,,,,,
Martjushev ADWIN J,Ostovar,Atomic_Frequency_output_Frequency,400.0,600.0,"[499, 1550]","[999, 1999]",,,00:02:19,0.4,,,,
Martjushev ADWIN WC,Ostovar,Atomic_Frequency_output_Frequency,400.0,600.0,[],"[999, 1999]",,,00:01:20,0.4,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise5_1000_pm,100.0,700.0,[1260],[499],,,00:00:37,,,,,
Process Graph Metrics,Ostovar,Atomic_ConditionalMove_output_ConditionalMove_2,400.0,700.0,"[1165, 2203]","[999, 1999]",0.5,166.0,00:01:06,,,,,
Bose J,Ceravolo,sudden_trace_noise15_1000_cp,,,[430],[499],1.0,69.0,00:00:18,,,,300.0,2.0
Bose WC,Ceravolo,sudden_trace_noise15_1000_cp,,,[],[499],,,00:00:15,,,,300.0,2.0
Earth Mover's Distance,Ceravolo,sudden_trace_noise15_1000_re,,,[],[499],,,00:00:00,,,,500.0,2.0
Process Graph Metrics,Ostovar,Atomic_ParallelToSequence_output_ParallelToSequence_2,300.0,600.0,[],"[999, 1999]",,,00:01:48,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise20_1000_cb,200.0,500.0,[529],[499],1.0,30.0,00:00:01,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise20_1000_IOR,300.0,700.0,[779],[499],,,00:00:00,,,,,
Process Graph Metrics,Ostovar,Nested_IRO_output_IRO_5,300.0,600.0,"[965, 1968]","[999, 1999]",1.0,32.5,00:00:45,,,,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise5_1000_sw,200.0,500.0,[],[499],,,00:00:08,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise5_1000_sw,200.0,500.0,[],[499],,,00:00:04,0.4,,,,
Martjushev ADWIN J,Ostovar,Nested_ROI_output_ROI_2,300.0,600.0,"[899, 1800]","[999, 1999]",1.0,149.5,00:07:42,0.4,,,,
Martjushev ADWIN WC,Ostovar,Nested_ROI_output_ROI_2,300.0,600.0,[],"[999, 1999]",,,00:04:16,0.4,,,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise15_1000_OIR,300.0,500.0,[449],[499],1.0,50.0,00:00:09,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise15_1000_OIR,300.0,500.0,[],[499],,,00:00:04,0.4,,,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise15_1000_pl,100.0,600.0,[],[499],,,00:00:08,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise15_1000_pl,100.0,600.0,[],[499],,,00:00:04,0.4,,,,
Earth Mover's Distance,Ceravolo,sudden_trace_noise15_1000_pl,,,[],[499],,,00:00:01,,,,300.0,2.0
Martjushev ADWIN J,Ostovar,Nested_IOR_output_IOR,100.0,500.0,"[936, 1937]","[999, 1999]",1.0,62.5,00:09:47,0.4,,,,
Martjushev ADWIN WC,Ostovar,Nested_IOR_output_IOR,100.0,500.0,[],"[999, 1999]",,,00:04:44,0.4,,,,
Martjushev ADWIN J,Ostovar,Atomic_Substitute_output_Substitute,300.0,500.0,"[949, 1850]","[999, 1999]",1.0,99.5,00:06:25,0.4,,,,
Martjushev ADWIN WC,Ostovar,Atomic_Substitute_output_Substitute,300.0,500.0,[],"[999, 1999]",,,00:03:28,0.4,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_cp,300.0,700.0,[],[499],,,00:00:31,,,,,
Martjushev ADWIN J,Ostovar,Nested_IOR_output_IOR_2,300.0,700.0,"[659, 1760]","[999, 1999]",,,00:12:26,0.4,,,,
Martjushev ADWIN WC,Ostovar,Nested_IOR_output_IOR_2,300.0,700.0,[],"[999, 1999]",,,00:08:23,0.4,,,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise15_1000_re,300.0,700.0,[449],[499],1.0,50.0,00:00:08,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise15_1000_re,300.0,700.0,[],[499],,,00:00:04,0.4,,,,
Process Graph Metrics,Ostovar,Nested_OIR_output_OIR_5,100.0,700.0,"[1136, 2128]","[999, 1999]",1.0,133.0,00:02:06,,,,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise15_1000_re,100.0,700.0,[449],[499],1.0,50.0,00:00:11,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise15_1000_re,100.0,700.0,[],[499],,,00:00:06,0.4,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise20_1000_cp,100.0,400.0,[],[499],,,00:00:33,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_sw,200.0,500.0,[],[499],,,00:00:00,,,,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise10_1000_re,100.0,500.0,[319],[499],1.0,180.0,00:00:06,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise10_1000_re,100.0,500.0,[],[499],,,00:00:03,0.4,,,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise15_1000_cb,100.0,400.0,[],[499],,,00:00:07,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise15_1000_cb,100.0,400.0,[],[499],,,00:00:03,0.4,,,,
Maaradji Runs,Ostovar,Nested_IOR_output_IOR_5,,,[],"[999, 1999]",,,00:10:44,,,,250.0,
Process Graph Metrics,Ceravolo,sudden_trace_noise5_1000_lp,300.0,700.0,[474],[499],1.0,25.0,00:00:01,,,,,
Martjushev ADWIN J,Ostovar,Composite_RIO_output_RIO_5,100.0,500.0,"[949, 1975]","[999, 1999]",1.0,37.0,00:08:21,0.4,,,,
Martjushev ADWIN WC,Ostovar,Composite_RIO_output_RIO_5,100.0,500.0,[],"[999, 1999]",,,00:04:18,0.4,,,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise20_1000_lp,200.0,700.0,[399],[499],1.0,100.0,00:00:08,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise20_1000_lp,200.0,700.0,[],[499],,,00:00:03,0.4,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise20_1000_re,400.0,700.0,[600],[499],1.0,101.0,00:00:00,,,,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise15_1000_cd,200.0,700.0,[],[499],,,00:00:07,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise15_1000_cd,200.0,700.0,[],[499],,,00:00:04,0.4,,,,
Process Graph Metrics,Ostovar,Nested_IRO_output_IRO_2,300.0,400.0,"[955, 1899]","[999, 1999]",1.0,72.0,00:00:22,,,,,
Process Graph Metrics,Ostovar,Atomic_SerialMove_output_SerialMove_2,200.0,400.0,[],"[999, 1999]",,,00:00:14,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_pm,400.0,400.0,[600],[499],1.0,101.0,00:00:00,,,,,
Maaradji Runs,Ceravolo,sudden_trace_noise5_1000_cb,,,[],[499],,,00:00:08,,,,50.0,
Process Graph Metrics,Ostovar,Nested_OIR_output_OIR_2,200.0,400.0,[2008],"[999, 1999]",0.6666666666666666,9.0,00:00:27,,,,,
Bose J,Ostovar,Atomic_ConditionalMove_output_ConditionalMove,,,"[950, 1956]","[999, 1999]",1.0,46.0,00:22:31,,,,500.0,2.0
Bose WC,Ostovar,Atomic_ConditionalMove_output_ConditionalMove,,,[1720],"[999, 1999]",,,00:18:24,,,,500.0,2.0
Zheng DBSCAN,Ceravolo,sudden_trace_noise10_1000_pm,,,[449.0],[499],1.0,50.0,00:00:00,,400.0,40.0,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise10_1000_pm,,,[449.0],[499],1.0,50.0,00:00:00,,400.0,80.0,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise10_1000_pm,,,[449.0],[499],1.0,50.0,00:00:00,,400.0,120.0,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise10_1000_pm,,,[449.0],[499],1.0,50.0,00:00:00,,400.0,160.0,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise10_1000_pm,,,[449.0],[499],1.0,50.0,00:00:00,,400.0,200.0,,
Process Graph Metrics,Ostovar,Composite_IRO_output_IRO_5,300.0,700.0,"[999, 2127]","[999, 1999]",1.0,64.0,00:00:33,,,,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise10_1000_sw,100.0,700.0,[],[499],,,00:00:06,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise10_1000_sw,100.0,700.0,[],[499],,,00:00:04,0.4,,,,
Process Graph Metrics,Ostovar,Atomic_ConditionalMove_output_ConditionalMove_2,100.0,700.0,"[1125, 2060]","[999, 1999]",1.0,93.5,00:01:43,,,,,
Martjushev ADWIN J,Ostovar,Nested_OIR_output_OIR_2,400.0,400.0,[1919],"[999, 1999]",0.6666666666666666,80.0,00:08:38,0.4,,,,
Martjushev ADWIN WC,Ostovar,Nested_OIR_output_OIR_2,400.0,400.0,[],"[999, 1999]",,,00:04:59,0.4,,,,
Process Graph Metrics,Bose,bose_log,400.0,500.0,"[2945, 3724]","[1199, 2399, 3599, 4799]",0.3333333333333333,125.0,00:00:53,,,,,
Martjushev ADWIN J,Ostovar,Nested_RIO_output_RIO_2,400.0,600.0,"[899, 1875]","[999, 1999]",1.0,112.0,00:10:46,0.4,,,,
Martjushev ADWIN WC,Ostovar,Nested_RIO_output_RIO_2,400.0,600.0,[],"[999, 1999]",,,00:07:20,0.4,,,,
Process Graph Metrics,Ostovar,Composite_OIR_output_OIR_5,400.0,500.0,[1012],"[999, 1999]",0.6666666666666666,13.0,00:01:27,,,,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise10_1000_sw,300.0,700.0,[],[499],,,00:00:07,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise10_1000_sw,300.0,700.0,[],[499],,,00:00:04,0.4,,,,
Process Graph Metrics,Ostovar,Atomic_Substitute_output_Substitute,300.0,400.0,[1017],"[999, 1999]",0.6666666666666666,18.0,00:01:18,,,,,
Process Graph Metrics,Ostovar,Atomic_ConditionalToSequence_output_ConditionalToSequence,200.0,500.0,"[1041, 2062]","[999, 1999]",1.0,52.5,00:00:29,,,,,
Process Graph Metrics,Bose,bose_log,400.0,700.0,"[1335, 2426, 4906]","[1199, 2399, 3599, 4799]",0.8571428571428571,90.0,00:00:54,,,,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise10_1000_pl,100.0,600.0,[],[499],,,00:00:07,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise10_1000_pl,100.0,600.0,[],[499],,,00:00:04,0.4,,,,
Martjushev ADWIN J,Ostovar,Atomic_ConditionalToSequence_output_ConditionalToSequence_5,100.0,400.0,"[909, 1960]","[999, 1999]",1.0,64.5,00:08:16,0.4,,,,
Martjushev ADWIN WC,Ostovar,Atomic_ConditionalToSequence_output_ConditionalToSequence_5,100.0,400.0,[],"[999, 1999]",,,00:04:51,0.4,,,,
Process Graph Metrics,Ostovar,Composite_RIO_output_RIO_5,300.0,400.0,"[1048, 2026]","[999, 1999]",1.0,38.0,00:00:53,,,,,
Earth Mover's Distance,Ostovar,Atomic_ParallelMove_output_ParallelMove,,,"[950, 1944]","[999, 1999]",1.0,52.0,00:37:59,,,,400.0,2.0
Martjushev ADWIN J,Ceravolo,sudden_trace_noise0_1000_RIO,300.0,400.0,[],[499],,,00:00:08,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise0_1000_RIO,300.0,400.0,[],[499],,,00:00:04,0.4,,,,
Process Graph Metrics,Ostovar,Atomic_Skip_output_Skip_5,400.0,500.0,[1030],"[999, 1999]",0.6666666666666666,31.0,00:00:28,,,,,
Martjushev ADWIN J,Ostovar,Composite_IRO_output_IRO,200.0,700.0,"[941, 1946]","[999, 1999]",1.0,55.5,00:08:23,0.4,,,,
Martjushev ADWIN WC,Ostovar,Composite_IRO_output_IRO,200.0,700.0,[],"[999, 1999]",,,00:04:22,0.4,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_sw,100.0,700.0,[],[499],,,00:00:01,,,,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise10_1000_cd,200.0,400.0,[],[499],,,00:00:09,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise10_1000_cd,200.0,400.0,[],[499],,,00:00:06,0.4,,,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise5_1000_cp,200.0,600.0,[449],[499],1.0,50.0,00:00:08,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise5_1000_cp,200.0,600.0,[],[499],,,00:00:04,0.4,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_pl,300.0,500.0,[],[499],,,00:00:00,,,,,
Martjushev ADWIN J,Ostovar,Atomic_SerialRemoval_output_SerialRemoval_5,400.0,400.0,[],"[999, 1999]",,,00:06:40,0.4,,,,
Martjushev ADWIN WC,Ostovar,Atomic_SerialRemoval_output_SerialRemoval_5,400.0,400.0,[],"[999, 1999]",,,00:03:50,0.4,,,,
Bose J,Ostovar,Composite_IOR_output_IOR,,,"[938, 1954]","[999, 1999]",1.0,53.0,00:16:23,,,,500.0,2.0
Bose WC,Ostovar,Composite_IOR_output_IOR,,,"[1182, 1796]","[999, 1999]",0.5,183.0,00:12:17,,,,500.0,2.0
Maaradji Runs,Ceravolo,sudden_trace_noise15_1000_cf,,,[],[499],,,00:00:09,,,,50.0,
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_cf,400.0,400.0,[765],[499],,,00:00:09,,,,,
Process Graph Metrics,Ostovar,Nested_OIR_output_OIR,300.0,600.0,"[1050, 2027]","[999, 1999]",1.0,39.5,00:00:10,,,,,
Martjushev ADWIN J,Ostovar,Atomic_ParallelToSequence_output_ParallelToSequence,100.0,500.0,[],"[999, 1999]",,,00:06:48,0.4,,,,
Martjushev ADWIN WC,Ostovar,Atomic_ParallelToSequence_output_ParallelToSequence,100.0,500.0,[],"[999, 1999]",,,00:03:31,0.4,,,,
Martjushev ADWIN J,Ostovar,Nested_ORI_output_ORI_5,300.0,400.0,"[959, 1920]","[999, 1999]",1.0,59.5,00:10:20,0.4,,,,
Martjushev ADWIN WC,Ostovar,Nested_ORI_output_ORI_5,300.0,400.0,[],"[999, 1999]",,,00:06:22,0.4,,,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise15_1000_lp,300.0,600.0,[359],[499],1.0,140.0,00:00:07,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise15_1000_lp,300.0,600.0,[],[499],,,00:00:04,0.4,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise20_1000_sw,100.0,400.0,[],[499],,,00:00:05,,,,,
Process Graph Metrics,Ostovar,Atomic_Skip_output_Skip,200.0,500.0,"[1092, 2048]","[999, 1999]",1.0,71.0,00:00:19,,,,,
Process Graph Metrics,Ostovar,Atomic_Swap_output_Swap_5,200.0,400.0,[1124],"[999, 1999]",0.6666666666666666,125.0,00:01:06,,,,,
